track_id,track_name,track_artist,track_popularity,playlist_name,playlist_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
46gjYTEK7W8ZTABcglGP2f,Jumpman,Drake,7,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,rap,0.853,0.558,-7.448,,0.0462,0.0,0.654,142.079,205879.0
07nH4ifBxUB4lZcsf44Brn,Blame,Calvin Harris,75,"post-teen alternative, indie, pop (large variety)",pop,0.413,0.856,-4.078,0.0808,0.0289,0.00571,0.35,128.017,212960.0
4WgvTITBJbEfCJHguiE7QS,The Monster,Eminem,58,10er Playlist,Pop ,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.624,110.049,250189.0
6IcwKMGIozWxe0krTkvJow,Act Like You Know,Pete Rock & C.L. Smooth,27,90's Hip Hop Ultimate Collection,rap,0.756,0.748,-9.818,0.127,0.11,0.0,0.822,,243600.0
2j7mcsEz4n5XxMMqqjjB6p,100 Shooters (feat. Meek Mill),Future,69,Rap Workout,rap,0.645,0.675,-5.282,0.202,0.0104,0.0,0.171,,209120.0
4dMkNnFOOMcdChtooPTvwt,In the Rain,Huez,41,Lofi Hip-Hop,rap,0.594,0.292,-12.784,0.203,0.879,0.938,0.383,158.455,90000.0
3ODZO5cBfM9S0wQSMhBSjg,It Ain't Over,Funk Machine,25,Pop Dance Hits,pop,0.538,0.775,-5.182,0.0349,0.00363,0.0,0.397,80.059,183375.0
08pZnDQE6sWdAvTxTJ2dCO,Flight to Paris,Mysto & Pizzi,9,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,edm,0.632,0.921,-4.982,0.0822,0.0033,0.387,0.342,128.028,273840.0
3zECldeBYO8lj8QZlUB2Be,Born To Be Wild - Single Version,Steppenwolf,2,Classic Rock Radio,rock,0.467,0.827,-6.858,0.0967,0.263,0.778,0.562,146.045,210187.0
4oUsaxFNEZUidANbrhbWaM,Ahí Ahí,Vicente Garcia,54,Paraiso Tropical,latin,0.803,0.557,-8.174,0.0798,0.58,0.000322,0.36,129.919,210920.0
14PCAzWN1tK8zTDZoWv76M,If You Run,You Me At Six,0,Pop Punk | Post-Hardcore,pop,0.388,0.934,-3.349,0.0669,0.00212,0.0454,0.435,166.023,238467.0
40WECPl4ve5Vc5LWwK01k1,This Is What You Came For - R3hab X Henry Fong Remix,Calvin Harris,2,Crossfit‏‏​​   ‍,edm,0.708,0.849,-4.833,0.0602,0.00212,0.00488,0.228,128.02,258493.0
671sG3ETDxC3L6qcGIrHRM,A Dónde Vamos,Morat,77,Latin Pop VIP,latin,0.627,0.608,-12.914,0.0364,0.00677,0.0,0.955,149.029,203102.0
0BWx2N8CosqHVKkofenY3R,Want You Back,Grey,54,2019 in Indie Poptimism,pop,0.758,0.519,-5.832,0.0362,0.116,0.0,0.417,92.99,176827.0
6vDt7HlcrB60lK7gsQRr0e,Hazy,Chris Mazuera,40,Sunny Beats, Latin,0.768,0.164,-16.452,,0.68,0.553,0.104,100.0,79736.0
5IlXSlwFWcqfw2TVHzsH1e,Part Time Lover,H-Town,43,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",r&b,0.701,0.7,-7.804,0.0621,0.0307,0.0,0.567,120.618,246520.0
0jgXVGgqgU5ugcsR0J5mbo,Looking for Today,Black Sabbath,0,70s Hard Rock,rock,0.507,0.56,-12.446,0.0365,0.149,2.35e-06,0.697,130.061,300702.0
1pa8OhaGOZEpZWVW7edntM,I Got U - Radio Edit,Duke Dumont,20,EDM TROPICAL,latin,0.633,0.841,-4.434,0.0558,0.011,0.0144,0.547,120.85,200253.0
4OqbIfA4l8zGnGBnjBBlFg,Do That To Me One More Time,Captain & Tennille,26,70s Pop & Rock Hits and Deep Tracks,rock,0.684,0.439,-11.465,0.0254,0.603,0.00345,0.483,90.003,252347.0
6OddKiFLnI5coE7oTlA2nP,Gasolina,Daddy Yankee,1,REGGAETON VIEJO,latin,0.855,0.794,-6.498,,0.335,4.38e-06,0.751,96.013,192573.0
124zAWG7dEMRdA6v6SD0SG,Everybody Clap,Dimitri Vegas & Like Mike,49,Sick Big Room House Drops | EZUMI,edm,0.716,0.971,-5.309,0.0705,0.00473,0.721,0.141,127.99,152813.0
0bK3jxkbq5cDKWr68KtO8G,Una y Otra Vez,Manuel Medrano,69,Latin Pop Classics,latin,0.42,0.481,-8.284,0.027,0.276,1.55e-06,0.376,82.112,190606.0
3G6fFwzSObu9BS5XhkJzWA,Kyojin,MVGMVR,36,Arabic Trap,rap,0.724,0.879,-6.739,0.036,0.068,0.834,0.237,105.019,150875.0
1mG0wSudoIljGvU5KqVLj8,Sleeping Pills,Last Night On Earth,0,@deniceemoberg EDM - POP REMIXES,edm,0.551,0.843,-6.955,0.0348,0.0276,0.0,0.419,,210307.0
2DlWFiFyF8h5EJtfoNCccz,Brinca [Michaell D Remix],Edu Linares,0,LATIN FLOW MIX - Música Cristiana🎵, Latin,0.68,0.884,-4.804,0.0669,0.00265,0.00236,0.238,127.986,204375.0
7DKMQ12cuqXs63ZnELU7OL,Rhythm,TV Noise,30,Electro House,edm,0.806,0.826,-5.413,0.0943,0.000176,0.332,0.435,126.024,260952.0
3gNNXc7GUgKRPR15W77eDR,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,14,BALLARE - رقص,pop,0.821,0.676,-6.366,,0.187,0.0001,0.559,119.012,213187.0
1ToprX3cpBiXoAe5eNSk74,Eleven,Khalid,83,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,r&b,0.701,0.396,-10.182,,0.112,0.0209,0.115,129.004,206361.0
1DLbjtj2CSYt5Y9kJ0mkXE,Let's Get Crazy,Quiet Riot,0,Classic Hard Rock, Rock,0.387,0.941,-5.118,0.0704,0.0109,2.4e-06,0.546,127.96,247600.0
4aXj0jtBCoVgzK0llKsgqy,Dancing in the Rain,Da Hool,44,PAROOKAVILLE - Big Room,edm,0.733,0.917,-3.366,0.112,0.0131,0.00012,0.721,125.831,171781.0
31tcr4OcLi2TXE5u4Iwhjc,Right Down to It,Damian Dame,18,Kenny B's Ultimate New Jack Swing Mix,r&b,0.743,0.584,-11.274,0.0281,0.104,0.0,0.818,91.914,294267.0
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Flo Rida,72,Post-teen pop,pop,0.616,0.869,-3.911,0.0327,0.0283,0.0,0.473,,234560.0
6pqawkYEUzzuKve6QNfBaT,Sultans Of Swing,Dire Straits,9,Classic Hard Rock,rock,0.73,0.869,-7.307,0.0294,0.0605,0.0608,0.903,148.152,346600.0
7ffNh65adUgbdA7N1c4iN8,Sayonara,Izone,36,Latin Pop 2019,latin,0.793,0.846,-3.195,0.0313,0.311,0.000801,0.949,130.034,221702.0
2ClIt2OnPCV2gV3dZQxyBz,Young Like Us,Frans,35,Tropical Beats,latin,0.716,0.649,-8.71,0.0708,0.398,0.016,0.497,111.0,211372.0
6TaqE6fbzfOGTSnNqmsAMO,Escape From Love - Curbi Remix,Eva Simons,0,Jeff Seid Electro House,edm,0.725,0.996,1.135,0.0877,0.152,0.0963,0.355,125.054,215055.0
15gVYensbJgM9QDIFjB01c,24K Magic,Bruno Mars,32,School Dance 2019 (Squeaky Clean),latin,0.809,0.807,-4.284,0.0744,0.0301,0.0,0.598,106.983,224760.0
7Ipab56QLTyTR54rzQCJLr,Who Cares,EDX,58,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,edm,0.766,0.878,-3.653,0.0572,0.00785,1.81e-05,0.66,,200488.0
0jkwXnJmXxRbrrhckWOe6f,Sayonara,Elben,34,Fresh Essentials,r&b,0.688,0.718,-4.029,0.102,0.00187,6.53e-05,0.61,80.021,
0H3NcINi4I8Cd87FO5OUtq,Look At Us Now,The Him,38,Epic Bass Drops | Best House Mixes,edm,0.589,0.771,-4.144,0.0674,0.03,5.08e-05,0.223,125.144,163200.0
0PQsrLxPbOBBwwmXCnGvcF,Diamonds (with Normani),Megan Thee Stallion,77,Girl On Fire,r&b,0.785,0.753,-3.841,0.0873,0.188,1.01e-06,0.488,94.012,199301.0
6qCyotuZh3DSf1IraRIECq,Selecta - Original Mix,Afrojack,0,Fitness Workout Electro | House | Dance | Progressive House,edm,0.886,0.694,-5.656,0.105,0.043,0.752,0.407,127.989,347075.0
5aYVqxyetmT5OYmvZCA90X,Slow Ride,Foghat,55,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,0.449,0.642,-10.527,0.0487,0.00608,0.00707,0.586,113.638,494533.0
3nCFiwtuVqVJmnSasApvr3,Salgo Pa' la Calle,Daddy Yankee,64,Reggaeton De Ayer,latin,0.617,0.771,-5.586,0.112,0.0384,3.32e-06,0.553,180.002,267747.0
1rlz0e2Co8c9ez198e1y5U,Stereo,LOZAREENA,31,Best of 2019 Dance Pop: Japan,pop,0.663,0.686,-2.72,0.0342,0.233,0.0,0.593,160.002,238547.0
6lrh9jZ1xoMwoErgPSj2rY,All My Love - 1990 Remaster,Led Zeppelin,63,Classic Rock Greatest Hits,rock,0.599,0.744,-8.72,0.0316,0.131,0.00275,0.723,91.259,351267.0
2plLJpUcYPFrl1sW2pMG63,Lights Up,Harry Styles,74,Most Popular 2020 TOP 50,r&b,0.585,0.62,-8.09,0.0327,0.0426,0.00224,0.281,101.939,172227.0
1BssJgelMGDNOeIy7ZqgOW,Hoy (feat. Bad Bunny),Nengo Flow,59,Los Cangri,latin,0.675,0.681,-4.495,0.151,0.23,0.0,0.553,141.87,234272.0
4vS8VaBwJJV5Ry7UFIQuoo,Lean On (feat. MØ & DJ Snake),Major Lazer,10,Latin/Hip Hop/Dancehall/Soca,latin,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.274,98.007,176561.0
3utdq3dPLVD4r7Vv9BnCAI,What Am I - SONDR Remix,Why Don't We,52,Pop Remix, Pop,0.542,0.84,-5.283,0.0419,0.0336,8.45e-05,0.509,118.02,
39FOpTYE4ueXiWy7CPguxw,The Drummer,Niki & The Dove,13,GTA V - Radio Mirror Park,pop,0.674,0.713,-7.782,0.0602,0.001,0.0401,0.683,124.972,236680.0
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,85,Electropop Hits  2017-2020,pop,0.748,0.524,-5.599,0.0338,0.414,0.0,0.661,95.01,244960.0
21wxCbULEulBXZ4GaGqVNA,Go See the Doctor,Kool Moe Dee,0,New Jack Swing,r&b,0.777,0.455,-13.601,0.175,0.00492,0.00157,0.73,89.289,332307.0
13UKSWQZOcHltJ7QBiR1Xt,When You Need Me,Silent Child,46,Trap Nation,rap,0.452,0.634,-5.627,0.141,0.495,0.0,0.198,80.036,192938.0
2E0fhpXbNfksy2mdjm57bf,Salute,Little Mix,67,2015 songs,edm,0.641,0.732,-5.324,,0.0992,0.0,0.352,82.027,236013.0
0EX00YpFv3ivweoG7T3j2n,When Doves Cry,Ginuwine,40,90s R&B - The BET Planet Groove/Midnight Love Mix,r&b,0.806,0.552,-6.411,0.112,0.0269,0.000684,0.8,94.04,308907.0
1SiHljxheMagCMXepXoNhG,White Christmas (feat. Clyde McPhatter & Bill Pinckney),The Drifters,28,Christmas Soul,r&b,0.538,0.186,-10.351,0.048,0.821,9.23e-06,0.468,126.82,160333.0
6zlYaRWFJkEF8mr1CLkbMW,Fuik,Henkie T,61,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,latin,0.655,0.506,-8.401,0.331,0.0546,0.0,0.598,97.367,126600.0
4JGypFKEHrlufSjF8DPl9X,Yeah Ya Know (Takers),T.I.,35,RAP Gangsta,rap,0.457,0.895,-5.987,0.0722,0.00112,0.0,0.236,139.923,
3ksHcN1MdKel3q3gvWn0ej,If I Were In Your Shoes,You Me At Six,0,Pop Punk | Post-Hardcore,pop,0.351,0.923,-3.237,0.0553,4.49e-05,0.0,0.703,186.117,181333.0
1B3t5xC2jzTgjDOwawchu8,Sexy Bitch (feat. Akon),David Guetta,18,ELECTROPOP,pop,0.813,0.627,-5.018,0.0486,0.076,0.000616,0.801,130.011,195853.0
73hvFhdJiZNtjftb70pe3n,Heiress of Valentina - Alesso Exclusive Mix,Dune,0,Vocal House,edm,0.602,0.928,-4.85,0.105,0.0194,0.00131,0.22,128.022,384000.0
3UDmHZcBTQp8Iu8droNtUl,Revolution - Remastered 2009,The Beatles,68,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,0.407,0.834,-9.224,0.208,0.0734,0.00021,0.71,121.38,205293.0
2LUGAmTUIgFyHPVWmFRzvw,Algiers,The Afghan Whigs,40,The Sound of Permanent Wave,rock,0.615,0.799,-6.892,0.0305,0.0341,0.192,0.697,,243347.0
6TgLQJ87xq6adrAU6HzaTW,Giant - Robin Schulz Remix,Calvin Harris,16,Dance Pop,pop,0.544,0.88,-4.917,0.245,0.0634,0.0159,0.491,126.06,193297.0
7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,76,Post-teen pop,pop,0.775,0.68,-5.508,0.0629,0.00906,0.0,0.656,114.025,207719.0
5IxHVYf5BRnwcAUtgI4Hvy,Fantasy,Laureano,34,Pop / Dance,pop,0.773,0.709,-6.51,0.0801,0.0314,9.43e-05,0.594,119.969,203000.0
2RruTqdyG7KLnGRhY6UNNX,Pánico Cero,King Edi K,39,Vibra Tropical,latin,0.802,0.611,-7.521,0.0601,0.356,0.91,0.546,105.001,262532.0
2r008pcfVYc0zgQvSRqUJE,I'd Really Love to See You Tonight,England Dan,61,Soft Rock Drive,rock,0.62,0.556,-12.044,0.0336,0.184,0.0,0.592,119.172,159107.0
72RPn7RFZQmZD5FEgfHxp3,High Pressure Dave,HEALTH,39,GTA V - Radio Mirror Park,pop,0.536,0.941,-6.985,0.0569,0.000462,0.00102,0.276,110.048,195467.0
1AUA7JlrARv430PUJRK0Lp,American Boyfriend,Kevin Abstract,58,NEO-soul,r&b,0.463,0.698,-4.456,0.0368,0.0215,4.65e-06,0.351,93.072,238249.0
1mSeH8fuRPe0eKLCfsbdet,Stay,Hotel Apache,44,The Sound of Indie Poptimism,pop,0.623,0.852,-6.004,0.0441,0.0124,0.0,0.789,108.007,207778.0
1yknkOZLGA8MPWMBrwBBcq,You Don't Know,702,0,"Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban",r&b,0.821,0.438,-10.639,0.0738,0.264,0.0374,0.867,133.989,248973.0
5nLJL6DLanZaAq8DVkBs62,La Clase,Cazzu,61,Trapperz,rap,0.849,0.56,-8.573,0.344,0.181,3.29e-06,0.299,130.924,267171.0
0xiDZxhWDGSP6eUKdhs6jx,I'm Not Sorry,Hardwell,38,PAROOKAVILLE - Big Room,edm,0.649,0.82,-3.812,0.0558,0.121,0.0,0.349,128.096,186094.0
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,80,indie poptimism🕺🏻,pop,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.508,102.061,207905.0
